,place_name,review,rating
5359,쁘띠몽드 키즈카페,커피가 맛있어요,
5360,쁘띠몽드 키즈카페,디저트가 맛있어요,
5361,쁘띠몽드 키즈카페,빵이 맛있어요,
5362,쁘띠몽드 키즈카페,친절해요,12
5363,쁘띠몽드 키즈카페,인테리어가 멋져요,
5364,쁘띠몽드 키즈카페,매장이 청결해요,18
5365,쁘띠몽드 키즈카페,뷰가 좋아요,
5366,쁘띠몽드 키즈카페,음료가 맛있어요,
5367,쁘띠몽드 키즈카페,사진이 잘 나와요,
5368,쁘띠몽드 키즈카페,특별한 메뉴가 있어요,
5369,쁘띠몽드 키즈카페,대화하기 좋아요,
5370,쁘띠몽드 키즈카페,가성비가 좋아요,
5371,쁘띠몽드 키즈카페,집중하기 좋아요,
5372,쁘띠몽드 키즈카페,화장실이 깨끗해요,
5373,쁘띠몽드 키즈카페,주차하기 편해요,
5374,쁘띠몽드 키즈카페,좌석이 편해요,
5375,쁘띠몽드 키즈카페,음식이 맛있어요,9
5376,쁘띠몽드 키즈카페,매장이 넓어요,
5377,쁘띠몽드 키즈카페,단체모임 하기 좋아요,
5378,쁘띠몽드 키즈카페,특별한 날 가기 좋아요,
5379,쁘띠몽드 키즈카페,재료가 신선해요,
5380,쁘띠몽드 키즈카페,양이 많아요,
5381,쁘띠몽드 키즈카페,혼밥하기 좋아요,
5382,한시십일분,커피가 맛있어요,43
5383,한시십일분,디저트가 맛있어요,39
5384,한시십일분,빵이 맛있어요,
5385,한시십일분,친절해요,23
5386,한시십일분,인테리어가 멋져요,40
5387,한시십일분,매장이 청결해요,
5388,한시십일분,뷰가 좋아요,
5389,한시십일분,음료가 맛있어요,28
5390,한시십일분,사진이 잘 나와요,
5391,한시십일분,특별한 메뉴가 있어요,
5392,한시십일분,대화하기 좋아요,
5393,한시십일분,가성비가 좋아요,
5394,한시십일분,집중하기 좋아요,
5395,한시십일분,화장실이 깨끗해요,
5396,한시십일분,주차하기 편해요,
5397,한시십일분,좌석이 편해요,
5398,한시십일분,음식이 맛있어요,
5399,한시십일분,매장이 넓어요,
5400,한시십일분,단체모임 하기 좋아요,
5401,한시십일분,특별한 날 가기 좋아요,
5402,한시십일분,재료가 신선해요,
5403,한시십일분,양이 많아요,
5404,한시십일분,혼밥하기 좋아요,
5405,비하인드미,커피가 맛있어요,38
5406,비하인드미,디저트가 맛있어요,60
5407,비하인드미,빵이 맛있어요,
5408,비하인드미,친절해요,15
5409,비하인드미,인테리어가 멋져요,19
5410,비하인드미,매장이 청결해요,
5411,비하인드미,뷰가 좋아요,
5412,비하인드미,음료가 맛있어요,22
5413,비하인드미,사진이 잘 나와요,
5414,비하인드미,특별한 메뉴가 있어요,
5415,비하인드미,대화하기 좋아요,
5416,비하인드미,가성비가 좋아요,
5417,비하인드미,집중하기 좋아요,
5418,비하인드미,화장실이 깨끗해요,
5419,비하인드미,주차하기 편해요,
5420,비하인드미,좌석이 편해요,
5421,비하인드미,음식이 맛있어요,
5422,비하인드미,매장이 넓어요,
5423,비하인드미,단체모임 하기 좋아요,
5424,비하인드미,특별한 날 가기 좋아요,
5425,비하인드미,재료가 신선해요,
5426,비하인드미,양이 많아요,
5427,비하인드미,혼밥하기 좋아요,
5428,이문동커피집 플랫피플,커피가 맛있어요,66
5429,이문동커피집 플랫피플,디저트가 맛있어요,
5430,이문동커피집 플랫피플,빵이 맛있어요,
5431,이문동커피집 플랫피플,친절해요,49
5432,이문동커피집 플랫피플,인테리어가 멋져요,
5433,이문동커피집 플랫피플,매장이 청결해요,
5434,이문동커피집 플랫피플,뷰가 좋아요,
5435,이문동커피집 플랫피플,음료가 맛있어요,55
5436,이문동커피집 플랫피플,사진이 잘 나와요,
5437,이문동커피집 플랫피플,특별한 메뉴가 있어요,50
5438,이문동커피집 플랫피플,대화하기 좋아요,
5439,이문동커피집 플랫피플,가성비가 좋아요,32
5440,이문동커피집 플랫피플,집중하기 좋아요,
5441,이문동커피집 플랫피플,화장실이 깨끗해요,
5442,이문동커피집 플랫피플,주차하기 편해요,
5443,이문동커피집 플랫피플,좌석이 편해요,
5444,이문동커피집 플랫피플,음식이 맛있어요,
5445,이문동커피집 플랫피플,매장이 넓어요,
5446,이문동커피집 플랫피플,단체모임 하기 좋아요,
5447,이문동커피집 플랫피플,특별한 날 가기 좋아요,
5448,이문동커피집 플랫피플,재료가 신선해요,
5449,이문동커피집 플랫피플,양이 많아요,
5450,이문동커피집 플랫피플,혼밥하기 좋아요,
5451,디어테이블,커피가 맛있어요,
5452,디어테이블,디저트가 맛있어요,
5453,디어테이블,빵이 맛있어요,
5454,디어테이블,친절해요,18
5455,디어테이블,인테리어가 멋져요,14
5456,디어테이블,매장이 청결해요,13
5457,디어테이블,뷰가 좋아요,
5458,디어테이블,음료가 맛있어요,
5459,디어테이블,사진이 잘 나와요,
5460,디어테이블,특별한 메뉴가 있어요,
5461,디어테이블,대화하기 좋아요,
5462,디어테이블,가성비가 좋아요,16
5463,디어테이블,집중하기 좋아요,
5464,디어테이블,화장실이 깨끗해요,
5465,디어테이블,주차하기 편해요,
5466,디어테이블,좌석이 편해요,
5467,디어테이블,음식이 맛있어요,64
5468,디어테이블,매장이 넓어요,
5469,디어테이블,단체모임 하기 좋아요,
5470,디어테이블,특별한 날 가기 좋아요,
5471,디어테이블,재료가 신선해요,
5472,디어테이블,양이 많아요,
5473,디어테이블,혼밥하기 좋아요,
5474,8번가,커피가 맛있어요,150
5475,8번가,디저트가 맛있어요,86
5476,8번가,빵이 맛있어요,
5477,8번가,친절해요,
5478,8번가,인테리어가 멋져요,92
5479,8번가,매장이 청결해요,
5480,8번가,뷰가 좋아요,
5481,8번가,음료가 맛있어요,64
5482,8번가,사진이 잘 나와요,
5483,8번가,특별한 메뉴가 있어요,
5484,8번가,대화하기 좋아요,
5485,8번가,가성비가 좋아요,
5486,8번가,집중하기 좋아요,57
5487,8번가,화장실이 깨끗해요,
5488,8번가,주차하기 편해요,
5489,8번가,좌석이 편해요,
5490,8번가,음식이 맛있어요,
5491,8번가,매장이 넓어요,
5492,8번가,단체모임 하기 좋아요,
5493,8번가,특별한 날 가기 좋아요,
5494,8번가,재료가 신선해요,
5495,8번가,양이 많아요,
5496,8번가,혼밥하기 좋아요,
5497,아임파이 외대점,커피가 맛있어요,37
5498,아임파이 외대점,디저트가 맛있어요,92
5499,아임파이 외대점,빵이 맛있어요,
5500,아임파이 외대점,친절해요,43
5501,아임파이 외대점,인테리어가 멋져요,
5502,아임파이 외대점,매장이 청결해요,35
5503,아임파이 외대점,뷰가 좋아요,
5504,아임파이 외대점,음료가 맛있어요,30
5505,아임파이 외대점,사진이 잘 나와요,
5506,아임파이 외대점,특별한 메뉴가 있어요,
5507,아임파이 외대점,대화하기 좋아요,
5508,아임파이 외대점,가성비가 좋아요,
5509,아임파이 외대점,집중하기 좋아요,
5510,아임파이 외대점,화장실이 깨끗해요,
5511,아임파이 외대점,주차하기 편해요,
5512,아임파이 외대점,좌석이 편해요,
5513,아임파이 외대점,음식이 맛있어요,
5514,아임파이 외대점,매장이 넓어요,
5515,아임파이 외대점,단체모임 하기 좋아요,
5516,아임파이 외대점,특별한 날 가기 좋아요,
5517,아임파이 외대점,재료가 신선해요,
5518,아임파이 외대점,양이 많아요,
5519,아임파이 외대점,혼밥하기 좋아요,
5520,카페 트위그,커피가 맛있어요,57
5521,카페 트위그,디저트가 맛있어요,59
5522,카페 트위그,빵이 맛있어요,
5523,카페 트위그,친절해요,66
5524,카페 트위그,인테리어가 멋져요,51
5525,카페 트위그,매장이 청결해요,59
5526,카페 트위그,뷰가 좋아요,
5527,카페 트위그,음료가 맛있어요,
5528,카페 트위그,사진이 잘 나와요,
5529,카페 트위그,특별한 메뉴가 있어요,
5530,카페 트위그,대화하기 좋아요,
5531,카페 트위그,가성비가 좋아요,
5532,카페 트위그,집중하기 좋아요,
5533,카페 트위그,화장실이 깨끗해요,
5534,카페 트위그,주차하기 편해요,
5535,카페 트위그,좌석이 편해요,
5536,카페 트위그,음식이 맛있어요,
5537,카페 트위그,매장이 넓어요,
5538,카페 트위그,단체모임 하기 좋아요,
5539,카페 트위그,특별한 날 가기 좋아요,
5540,카페 트위그,재료가 신선해요,
5541,카페 트위그,양이 많아요,
5542,카페 트위그,혼밥하기 좋아요,
5543,너나들이 만화카페,커피가 맛있어요,
5544,너나들이 만화카페,디저트가 맛있어요,
5545,너나들이 만화카페,빵이 맛있어요,
5546,너나들이 만화카페,친절해요,26
5547,너나들이 만화카페,인테리어가 멋져요,
5548,너나들이 만화카페,매장이 청결해요,28
5549,너나들이 만화카페,뷰가 좋아요,
5550,너나들이 만화카페,음료가 맛있어요,
5551,너나들이 만화카페,사진이 잘 나와요,
5552,너나들이 만화카페,특별한 메뉴가 있어요,
5553,너나들이 만화카페,대화하기 좋아요,
5554,너나들이 만화카페,가성비가 좋아요,
5555,너나들이 만화카페,집중하기 좋아요,
5556,너나들이 만화카페,화장실이 깨끗해요,
5557,너나들이 만화카페,주차하기 편해요,
5558,너나들이 만화카페,좌석이 편해요,
5559,너나들이 만화카페,음식이 맛있어요,18
5560,너나들이 만화카페,매장이 넓어요,
5561,너나들이 만화카페,단체모임 하기 좋아요,
5562,너나들이 만화카페,특별한 날 가기 좋아요,
5563,너나들이 만화카페,재료가 신선해요,
5564,너나들이 만화카페,양이 많아요,
5565,너나들이 만화카페,혼밥하기 좋아요,
5566,커피블랑,커피가 맛있어요,52
5567,커피블랑,디저트가 맛있어요,29
5568,커피블랑,빵이 맛있어요,
5569,커피블랑,친절해요,30
5570,커피블랑,인테리어가 멋져요,
5571,커피블랑,매장이 청결해요,20
5572,커피블랑,뷰가 좋아요,
5573,커피블랑,음료가 맛있어요,18
5574,커피블랑,사진이 잘 나와요,
5575,커피블랑,특별한 메뉴가 있어요,
5576,커피블랑,대화하기 좋아요,
5577,커피블랑,가성비가 좋아요,
5578,커피블랑,집중하기 좋아요,
5579,커피블랑,화장실이 깨끗해요,
5580,커피블랑,주차하기 편해요,
5581,커피블랑,좌석이 편해요,
5582,커피블랑,음식이 맛있어요,
5583,커피블랑,매장이 넓어요,
5584,커피블랑,단체모임 하기 좋아요,
5585,커피블랑,특별한 날 가기 좋아요,
5586,커피블랑,재료가 신선해요,
5587,커피블랑,양이 많아요,
5588,커피블랑,혼밥하기 좋아요,
5589,37.5 답십리점,커피가 맛있어요,
5590,37.5 답십리점,디저트가 맛있어요,
5591,37.5 답십리점,빵이 맛있어요,
5592,37.5 답십리점,친절해요,16
5593,37.5 답십리점,인테리어가 멋져요,19
5594,37.5 답십리점,매장이 청결해요,20
5595,37.5 답십리점,뷰가 좋아요,
5596,37.5 답십리점,음료가 맛있어요,
5597,37.5 답십리점,사진이 잘 나와요,
5598,37.5 답십리점,특별한 메뉴가 있어요,
5599,37.5 답십리점,대화하기 좋아요,
5600,37.5 답십리점,가성비가 좋아요,
5601,37.5 답십리점,집중하기 좋아요,
5602,37.5 답십리점,화장실이 깨끗해요,
5603,37.5 답십리점,주차하기 편해요,
5604,37.5 답십리점,좌석이 편해요,
5605,37.5 답십리점,음식이 맛있어요,79
5606,37.5 답십리점,매장이 넓어요,
5607,37.5 답십리점,단체모임 하기 좋아요,
5608,37.5 답십리점,특별한 날 가기 좋아요,
5609,37.5 답십리점,재료가 신선해요,21
5610,37.5 답십리점,양이 많아요,
5611,37.5 답십리점,혼밥하기 좋아요,
5612,스타벅스 청량리역사점,커피가 맛있어요,1525
5613,스타벅스 청량리역사점,디저트가 맛있어요,398
5614,스타벅스 청량리역사점,빵이 맛있어요,
5615,스타벅스 청량리역사점,친절해요,607
5616,스타벅스 청량리역사점,인테리어가 멋져요,
5617,스타벅스 청량리역사점,매장이 청결해요,343
5618,스타벅스 청량리역사점,뷰가 좋아요,
5619,스타벅스 청량리역사점,음료가 맛있어요,506
5620,스타벅스 청량리역사점,사진이 잘 나와요,
5621,스타벅스 청량리역사점,특별한 메뉴가 있어요,
5622,스타벅스 청량리역사점,대화하기 좋아요,
5623,스타벅스 청량리역사점,가성비가 좋아요,
5624,스타벅스 청량리역사점,집중하기 좋아요,
5625,스타벅스 청량리역사점,화장실이 깨끗해요,
5626,스타벅스 청량리역사점,주차하기 편해요,
5627,스타벅스 청량리역사점,좌석이 편해요,
5628,스타벅스 청량리역사점,음식이 맛있어요,
5629,스타벅스 청량리역사점,매장이 넓어요,
5630,스타벅스 청량리역사점,단체모임 하기 좋아요,
5631,스타벅스 청량리역사점,특별한 날 가기 좋아요,
5632,스타벅스 청량리역사점,재료가 신선해요,
5633,스타벅스 청량리역사점,양이 많아요,
5634,스타벅스 청량리역사점,혼밥하기 좋아요,
5635,스타벅스 경희대삼거리점,커피가 맛있어요,456
5636,스타벅스 경희대삼거리점,디저트가 맛있어요,139
5637,스타벅스 경희대삼거리점,빵이 맛있어요,
5638,스타벅스 경희대삼거리점,친절해요,207
5639,스타벅스 경희대삼거리점,인테리어가 멋져요,
5640,스타벅스 경희대삼거리점,매장이 청결해요,134
5641,스타벅스 경희대삼거리점,뷰가 좋아요,
5642,스타벅스 경희대삼거리점,음료가 맛있어요,187
5643,스타벅스 경희대삼거리점,사진이 잘 나와요,
5644,스타벅스 경희대삼거리점,특별한 메뉴가 있어요,
5645,스타벅스 경희대삼거리점,대화하기 좋아요,
5646,스타벅스 경희대삼거리점,가성비가 좋아요,
5647,스타벅스 경희대삼거리점,집중하기 좋아요,
5648,스타벅스 경희대삼거리점,화장실이 깨끗해요,
5649,스타벅스 경희대삼거리점,주차하기 편해요,
5650,스타벅스 경희대삼거리점,좌석이 편해요,
5651,스타벅스 경희대삼거리점,음식이 맛있어요,
5652,스타벅스 경희대삼거리점,매장이 넓어요,
5653,스타벅스 경희대삼거리점,단체모임 하기 좋아요,
5654,스타벅스 경희대삼거리점,특별한 날 가기 좋아요,
5655,스타벅스 경희대삼거리점,재료가 신선해요,
5656,스타벅스 경희대삼거리점,양이 많아요,
5657,스타벅스 경희대삼거리점,혼밥하기 좋아요,
5658,그대쉴꽃,커피가 맛있어요,
5659,그대쉴꽃,디저트가 맛있어요,
5660,그대쉴꽃,빵이 맛있어요,
5661,그대쉴꽃,친절해요,
5662,그대쉴꽃,인테리어가 멋져요,
5663,그대쉴꽃,매장이 청결해요,
5664,그대쉴꽃,뷰가 좋아요,
5665,그대쉴꽃,음료가 맛있어요,
5666,그대쉴꽃,사진이 잘 나와요,
5667,그대쉴꽃,특별한 메뉴가 있어요,
5668,그대쉴꽃,대화하기 좋아요,
5669,그대쉴꽃,가성비가 좋아요,
5670,그대쉴꽃,집중하기 좋아요,
5671,그대쉴꽃,화장실이 깨끗해요,
5672,그대쉴꽃,주차하기 편해요,
5673,그대쉴꽃,좌석이 편해요,
5674,그대쉴꽃,음식이 맛있어요,
5675,그대쉴꽃,매장이 넓어요,
5676,그대쉴꽃,단체모임 하기 좋아요,
5677,그대쉴꽃,특별한 날 가기 좋아요,
5678,그대쉴꽃,재료가 신선해요,
5679,그대쉴꽃,양이 많아요,
5680,그대쉴꽃,혼밥하기 좋아요,
5681,세라젬웰카페 서울답십리직영점,커피가 맛있어요,
5682,세라젬웰카페 서울답십리직영점,디저트가 맛있어요,
5683,세라젬웰카페 서울답십리직영점,빵이 맛있어요,
5684,세라젬웰카페 서울답십리직영점,친절해요,13
5685,세라젬웰카페 서울답십리직영점,인테리어가 멋져요,
5686,세라젬웰카페 서울답십리직영점,매장이 청결해요,
5687,세라젬웰카페 서울답십리직영점,뷰가 좋아요,
5688,세라젬웰카페 서울답십리직영점,음료가 맛있어요,
5689,세라젬웰카페 서울답십리직영점,사진이 잘 나와요,
5690,세라젬웰카페 서울답십리직영점,특별한 메뉴가 있어요,
5691,세라젬웰카페 서울답십리직영점,대화하기 좋아요,
5692,세라젬웰카페 서울답십리직영점,가성비가 좋아요,7
5693,세라젬웰카페 서울답십리직영점,집중하기 좋아요,
5694,세라젬웰카페 서울답십리직영점,화장실이 깨끗해요,
5695,세라젬웰카페 서울답십리직영점,주차하기 편해요,
5696,세라젬웰카페 서울답십리직영점,좌석이 편해요,
5697,세라젬웰카페 서울답십리직영점,음식이 맛있어요,
5698,세라젬웰카페 서울답십리직영점,매장이 넓어요,
5699,세라젬웰카페 서울답십리직영점,단체모임 하기 좋아요,
5700,세라젬웰카페 서울답십리직영점,특별한 날 가기 좋아요,
5701,세라젬웰카페 서울답십리직영점,재료가 신선해요,
5702,세라젬웰카페 서울답십리직영점,양이 많아요,
5703,세라젬웰카페 서울답십리직영점,혼밥하기 좋아요,
5704,고소운,커피가 맛있어요,26
5705,고소운,디저트가 맛있어요,52
5706,고소운,빵이 맛있어요,
5707,고소운,친절해요,
5708,고소운,인테리어가 멋져요,25
5709,고소운,매장이 청결해요,
5710,고소운,뷰가 좋아요,
5711,고소운,음료가 맛있어요,23
5712,고소운,사진이 잘 나와요,
5713,고소운,특별한 메뉴가 있어요,19
5714,고소운,대화하기 좋아요,
5715,고소운,가성비가 좋아요,
5716,고소운,집중하기 좋아요,
5717,고소운,화장실이 깨끗해요,
5718,고소운,주차하기 편해요,
5719,고소운,좌석이 편해요,
5720,고소운,음식이 맛있어요,
5721,고소운,매장이 넓어요,
5722,고소운,단체모임 하기 좋아요,
5723,고소운,특별한 날 가기 좋아요,
5724,고소운,재료가 신선해요,
5725,고소운,양이 많아요,
5726,고소운,혼밥하기 좋아요,
5727,투썸플레이스 장안점,커피가 맛있어요,165
5728,투썸플레이스 장안점,디저트가 맛있어요,107
5729,투썸플레이스 장안점,빵이 맛있어요,
5730,투썸플레이스 장안점,친절해요,75
5731,투썸플레이스 장안점,인테리어가 멋져요,
5732,투썸플레이스 장안점,매장이 청결해요,62
5733,투썸플레이스 장안점,뷰가 좋아요,
5734,투썸플레이스 장안점,음료가 맛있어요,70
5735,투썸플레이스 장안점,사진이 잘 나와요,
5736,투썸플레이스 장안점,특별한 메뉴가 있어요,
5737,투썸플레이스 장안점,대화하기 좋아요,
5738,투썸플레이스 장안점,가성비가 좋아요,
5739,투썸플레이스 장안점,집중하기 좋아요,
5740,투썸플레이스 장안점,화장실이 깨끗해요,
5741,투썸플레이스 장안점,주차하기 편해요,
5742,투썸플레이스 장안점,좌석이 편해요,
5743,투썸플레이스 장안점,음식이 맛있어요,
5744,투썸플레이스 장안점,매장이 넓어요,
5745,투썸플레이스 장안점,단체모임 하기 좋아요,
5746,투썸플레이스 장안점,특별한 날 가기 좋아요,
5747,투썸플레이스 장안점,재료가 신선해요,
5748,투썸플레이스 장안점,양이 많아요,
5749,투썸플레이스 장안점,혼밥하기 좋아요,
5750,온니당,커피가 맛있어요,4
5751,온니당,디저트가 맛있어요,21
5752,온니당,빵이 맛있어요,
5753,온니당,친절해요,8
5754,온니당,인테리어가 멋져요,
5755,온니당,매장이 청결해요,
5756,온니당,뷰가 좋아요,
5757,온니당,음료가 맛있어요,4
5758,온니당,사진이 잘 나와요,
5759,온니당,특별한 메뉴가 있어요,
5760,온니당,대화하기 좋아요,
5761,온니당,가성비가 좋아요,
5762,온니당,집중하기 좋아요,
5763,온니당,화장실이 깨끗해요,
5764,온니당,주차하기 편해요,
5765,온니당,좌석이 편해요,
5766,온니당,음식이 맛있어요,
5767,온니당,매장이 넓어요,
5768,온니당,단체모임 하기 좋아요,
5769,온니당,특별한 날 가기 좋아요,
5770,온니당,재료가 신선해요,
5771,온니당,양이 많아요,
5772,온니당,혼밥하기 좋아요,
5773,설빙 서울회기역점,커피가 맛있어요,
5774,설빙 서울회기역점,디저트가 맛있어요,339
5775,설빙 서울회기역점,빵이 맛있어요,
5776,설빙 서울회기역점,친절해요,102
5777,설빙 서울회기역점,인테리어가 멋져요,
5778,설빙 서울회기역점,매장이 청결해요,
5779,설빙 서울회기역점,뷰가 좋아요,
5780,설빙 서울회기역점,음료가 맛있어요,83
5781,설빙 서울회기역점,사진이 잘 나와요,
5782,설빙 서울회기역점,특별한 메뉴가 있어요,65
5783,설빙 서울회기역점,대화하기 좋아요,75
5784,설빙 서울회기역점,가성비가 좋아요,
5785,설빙 서울회기역점,집중하기 좋아요,
5786,설빙 서울회기역점,화장실이 깨끗해요,
5787,설빙 서울회기역점,주차하기 편해요,
5788,설빙 서울회기역점,좌석이 편해요,
5789,설빙 서울회기역점,음식이 맛있어요,
5790,설빙 서울회기역점,매장이 넓어요,
5791,설빙 서울회기역점,단체모임 하기 좋아요,
5792,설빙 서울회기역점,특별한 날 가기 좋아요,
5793,설빙 서울회기역점,재료가 신선해요,
5794,설빙 서울회기역점,양이 많아요,
5795,설빙 서울회기역점,혼밥하기 좋아요,
5796,카페파인,커피가 맛있어요,40
5797,카페파인,디저트가 맛있어요,
5798,카페파인,빵이 맛있어요,
5799,카페파인,친절해요,23
5800,카페파인,인테리어가 멋져요,24
5801,카페파인,매장이 청결해요,
5802,카페파인,뷰가 좋아요,
5803,카페파인,음료가 맛있어요,28
5804,카페파인,사진이 잘 나와요,
5805,카페파인,특별한 메뉴가 있어요,
5806,카페파인,대화하기 좋아요,
5807,카페파인,가성비가 좋아요,
5808,카페파인,집중하기 좋아요,29
5809,카페파인,화장실이 깨끗해요,
5810,카페파인,주차하기 편해요,
5811,카페파인,좌석이 편해요,
5812,카페파인,음식이 맛있어요,
5813,카페파인,매장이 넓어요,
5814,카페파인,단체모임 하기 좋아요,
5815,카페파인,특별한 날 가기 좋아요,
5816,카페파인,재료가 신선해요,
5817,카페파인,양이 많아요,
5818,카페파인,혼밥하기 좋아요,
5819,프롬하츠커피 용두점,커피가 맛있어요,69
5820,프롬하츠커피 용두점,디저트가 맛있어요,
5821,프롬하츠커피 용두점,빵이 맛있어요,
5822,프롬하츠커피 용두점,친절해요,31
5823,프롬하츠커피 용두점,인테리어가 멋져요,
5824,프롬하츠커피 용두점,매장이 청결해요,27
5825,프롬하츠커피 용두점,뷰가 좋아요,
5826,프롬하츠커피 용두점,음료가 맛있어요,22
5827,프롬하츠커피 용두점,사진이 잘 나와요,
5828,프롬하츠커피 용두점,특별한 메뉴가 있어요,
5829,프롬하츠커피 용두점,대화하기 좋아요,27
5830,프롬하츠커피 용두점,가성비가 좋아요,
5831,프롬하츠커피 용두점,집중하기 좋아요,
5832,프롬하츠커피 용두점,화장실이 깨끗해요,
5833,프롬하츠커피 용두점,주차하기 편해요,
5834,프롬하츠커피 용두점,좌석이 편해요,
5835,프롬하츠커피 용두점,음식이 맛있어요,
5836,프롬하츠커피 용두점,매장이 넓어요,
5837,프롬하츠커피 용두점,단체모임 하기 좋아요,
5838,프롬하츠커피 용두점,특별한 날 가기 좋아요,
5839,프롬하츠커피 용두점,재료가 신선해요,
5840,프롬하츠커피 용두점,양이 많아요,
5841,프롬하츠커피 용두점,혼밥하기 좋아요,
5842,카페시사,커피가 맛있어요,50
5843,카페시사,디저트가 맛있어요,32
5844,카페시사,빵이 맛있어요,
5845,카페시사,친절해요,20
5846,카페시사,인테리어가 멋져요,
5847,카페시사,매장이 청결해요,11
5848,카페시사,뷰가 좋아요,
5849,카페시사,음료가 맛있어요,24
5850,카페시사,사진이 잘 나와요,
5851,카페시사,특별한 메뉴가 있어요,
5852,카페시사,대화하기 좋아요,
5853,카페시사,가성비가 좋아요,
5854,카페시사,집중하기 좋아요,
5855,카페시사,화장실이 깨끗해요,
5856,카페시사,주차하기 편해요,
5857,카페시사,좌석이 편해요,
5858,카페시사,음식이 맛있어요,
5859,카페시사,매장이 넓어요,
5860,카페시사,단체모임 하기 좋아요,
5861,카페시사,특별한 날 가기 좋아요,
5862,카페시사,재료가 신선해요,
5863,카페시사,양이 많아요,
5864,카페시사,혼밥하기 좋아요,
5865,빈칸,커피가 맛있어요,
5866,빈칸,디저트가 맛있어요,
5867,빈칸,빵이 맛있어요,
5868,빈칸,친절해요,
5869,빈칸,인테리어가 멋져요,
5870,빈칸,매장이 청결해요,
5871,빈칸,뷰가 좋아요,
5872,빈칸,음료가 맛있어요,
5873,빈칸,사진이 잘 나와요,
5874,빈칸,특별한 메뉴가 있어요,
5875,빈칸,대화하기 좋아요,
5876,빈칸,가성비가 좋아요,
5877,빈칸,집중하기 좋아요,
5878,빈칸,화장실이 깨끗해요,
5879,빈칸,주차하기 편해요,
5880,빈칸,좌석이 편해요,
5881,빈칸,음식이 맛있어요,
5882,빈칸,매장이 넓어요,
5883,빈칸,단체모임 하기 좋아요,
5884,빈칸,특별한 날 가기 좋아요,
5885,빈칸,재료가 신선해요,
5886,빈칸,양이 많아요,
5887,빈칸,혼밥하기 좋아요,
5888,멜팅폼,커피가 맛있어요,
5889,멜팅폼,디저트가 맛있어요,
5890,멜팅폼,빵이 맛있어요,
5891,멜팅폼,친절해요,
5892,멜팅폼,인테리어가 멋져요,
5893,멜팅폼,매장이 청결해요,
5894,멜팅폼,뷰가 좋아요,
5895,멜팅폼,음료가 맛있어요,
5896,멜팅폼,사진이 잘 나와요,
5897,멜팅폼,특별한 메뉴가 있어요,
5898,멜팅폼,대화하기 좋아요,
5899,멜팅폼,가성비가 좋아요,
5900,멜팅폼,집중하기 좋아요,
5901,멜팅폼,화장실이 깨끗해요,
5902,멜팅폼,주차하기 편해요,
5903,멜팅폼,좌석이 편해요,
5904,멜팅폼,음식이 맛있어요,
5905,멜팅폼,매장이 넓어요,
5906,멜팅폼,단체모임 하기 좋아요,
5907,멜팅폼,특별한 날 가기 좋아요,
5908,멜팅폼,재료가 신선해요,
5909,멜팅폼,양이 많아요,
5910,멜팅폼,혼밥하기 좋아요,
5911,투썸플레이스 답십리점,커피가 맛있어요,476
5912,투썸플레이스 답십리점,디저트가 맛있어요,312
5913,투썸플레이스 답십리점,빵이 맛있어요,
5914,투썸플레이스 답십리점,친절해요,
5915,투썸플레이스 답십리점,인테리어가 멋져요,
5916,투썸플레이스 답십리점,매장이 청결해요,161
5917,투썸플레이스 답십리점,뷰가 좋아요,
5918,투썸플레이스 답십리점,음료가 맛있어요,169
5919,투썸플레이스 답십리점,사진이 잘 나와요,
5920,투썸플레이스 답십리점,특별한 메뉴가 있어요,
5921,투썸플레이스 답십리점,대화하기 좋아요,
5922,투썸플레이스 답십리점,가성비가 좋아요,
5923,투썸플레이스 답십리점,집중하기 좋아요,
5924,투썸플레이스 답십리점,화장실이 깨끗해요,
5925,투썸플레이스 답십리점,주차하기 편해요,
5926,투썸플레이스 답십리점,좌석이 편해요,119
5927,투썸플레이스 답십리점,음식이 맛있어요,
5928,투썸플레이스 답십리점,매장이 넓어요,
5929,투썸플레이스 답십리점,단체모임 하기 좋아요,
5930,투썸플레이스 답십리점,특별한 날 가기 좋아요,
5931,투썸플레이스 답십리점,재료가 신선해요,
5932,투썸플레이스 답십리점,양이 많아요,
5933,투썸플레이스 답십리점,혼밥하기 좋아요,
5934,스타벅스 외대점,커피가 맛있어요,476
5935,스타벅스 외대점,디저트가 맛있어요,130
5936,스타벅스 외대점,빵이 맛있어요,
5937,스타벅스 외대점,친절해요,265
5938,스타벅스 외대점,인테리어가 멋져요,
5939,스타벅스 외대점,매장이 청결해요,146
5940,스타벅스 외대점,뷰가 좋아요,
5941,스타벅스 외대점,음료가 맛있어요,190
5942,스타벅스 외대점,사진이 잘 나와요,
5943,스타벅스 외대점,특별한 메뉴가 있어요,
5944,스타벅스 외대점,대화하기 좋아요,
5945,스타벅스 외대점,가성비가 좋아요,
5946,스타벅스 외대점,집중하기 좋아요,
5947,스타벅스 외대점,화장실이 깨끗해요,
5948,스타벅스 외대점,주차하기 편해요,
5949,스타벅스 외대점,좌석이 편해요,
5950,스타벅스 외대점,음식이 맛있어요,
5951,스타벅스 외대점,매장이 넓어요,
5952,스타벅스 외대점,단체모임 하기 좋아요,
5953,스타벅스 외대점,특별한 날 가기 좋아요,
5954,스타벅스 외대점,재료가 신선해요,
5955,스타벅스 외대점,양이 많아요,
