,place_name,review,rating,0
3892,오우드,매장이 청결해요,118.0,True
3894,오우드,음료가 맛있어요,122.0,True
3910,카페노티드 성수,커피가 맛있어요,249.0,True
3911,카페노티드 성수,디저트가 맛있어요,1978.0,True
3913,카페노티드 성수,친절해요,536.0,True
3915,카페노티드 성수,매장이 청결해요,334.0,True
3919,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
3933,하루노유키,커피가 맛있어요,47.0,True
3935,하루노유키,빵이 맛있어요,98.0,True
3936,하루노유키,친절해요,54.0,True
3940,하루노유키,음료가 맛있어요,48.0,True
3942,하루노유키,특별한 메뉴가 있어요,62.0,True
3956,마크69,커피가 맛있어요,115.0,True
3957,마크69,디저트가 맛있어요,49.0,True
3960,마크69,인테리어가 멋져요,104.0,True
3963,마크69,음료가 맛있어요,53.0,True
3966,마크69,대화하기 좋아요,46.0,True
3982,맛차차,친절해요,29.0,True
3983,맛차차,인테리어가 멋져요,24.0,True
3985,맛차차,뷰가 좋아요,31.0,True
3986,맛차차,음료가 맛있어요,40.0,True
3988,맛차차,특별한 메뉴가 있어요,31.0,True
4002,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
4005,아이오쓰리 성수사거리점,친절해요,75.0,True
4006,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
4007,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
4009,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
4025,브라운팟,커피가 맛있어요,190.0,True
4026,브라운팟,디저트가 맛있어요,188.0,True
4028,브라운팟,친절해요,90.0,True
4032,브라운팟,음료가 맛있어요,65.0,True
4034,브라운팟,특별한 메뉴가 있어요,58.0,True
4048,플디 성수점,커피가 맛있어요,26.0,True
4049,플디 성수점,디저트가 맛있어요,68.0,True
4051,플디 성수점,친절해요,27.0,True
4055,플디 성수점,음료가 맛있어요,22.0,True
4057,플디 성수점,특별한 메뉴가 있어요,24.0,True
4072,카페노티드 피치스,디저트가 맛있어요,954.0,True
4074,카페노티드 피치스,친절해요,231.0,True
4075,카페노티드 피치스,인테리어가 멋져요,480.0,True
4079,카페노티드 피치스,사진이 잘 나와요,244.0,True
4080,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
4117,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
4118,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
4120,비엔나커피하우스 서울숲역점,친절해요,49.0,True
4124,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
4127,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
4140,훔볼트,커피가 맛있어요,239.0,True
4141,훔볼트,디저트가 맛있어요,251.0,True
4144,훔볼트,인테리어가 멋져요,128.0,True
4145,훔볼트,매장이 청결해요,71.0,True
4147,훔볼트,음료가 맛있어요,91.0,True
4163,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
4166,업사이드커피 뚝섬점,친절해요,53.0,True
4168,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
4170,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
4172,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
4186,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
4187,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
4190,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0,True
4191,키커피컴퍼니 왕십리점,매장이 청결해요,43.0,True
4193,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
4209,카페온화 성수점,커피가 맛있어요,31.0,True
4210,카페온화 성수점,디저트가 맛있어요,42.0,True
4214,카페온화 성수점,매장이 청결해요,23.0,True
4216,카페온화 성수점,음료가 맛있어요,20.0,True
4224,카페온화 성수점,좌석이 편해요,18.0,True
4232,오우드,커피가 맛있어요,262.0,True
4233,오우드,디저트가 맛있어요,323.0,True
4236,오우드,인테리어가 멋져요,192.0,True
4237,오우드,매장이 청결해요,118.0,True
4239,오우드,음료가 맛있어요,122.0,True
4255,카페노티드 성수,커피가 맛있어요,249.0,True
4256,카페노티드 성수,디저트가 맛있어요,1978.0,True
4258,카페노티드 성수,친절해요,536.0,True
4260,카페노티드 성수,매장이 청결해요,334.0,True
4264,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
4278,하루노유키,커피가 맛있어요,47.0,True
4280,하루노유키,빵이 맛있어요,98.0,True
4281,하루노유키,친절해요,54.0,True
4285,하루노유키,음료가 맛있어요,48.0,True
4287,하루노유키,특별한 메뉴가 있어요,62.0,True
4301,마크69,커피가 맛있어요,115.0,True
4302,마크69,디저트가 맛있어요,49.0,True
4305,마크69,인테리어가 멋져요,104.0,True
4308,마크69,음료가 맛있어요,53.0,True
4311,마크69,대화하기 좋아요,46.0,True
4327,맛차차,친절해요,29.0,True
4328,맛차차,인테리어가 멋져요,24.0,True
4330,맛차차,뷰가 좋아요,31.0,True
4331,맛차차,음료가 맛있어요,40.0,True
4333,맛차차,특별한 메뉴가 있어요,31.0,True
4347,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
4350,아이오쓰리 성수사거리점,친절해요,75.0,True
4351,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
4352,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
4354,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
4370,브라운팟,커피가 맛있어요,190.0,True
4371,브라운팟,디저트가 맛있어요,188.0,True
4373,브라운팟,친절해요,90.0,True
4377,브라운팟,음료가 맛있어요,65.0,True
4379,브라운팟,특별한 메뉴가 있어요,58.0,True
4393,플디 성수점,커피가 맛있어요,26.0,True
4394,플디 성수점,디저트가 맛있어요,68.0,True
4396,플디 성수점,친절해요,27.0,True
4400,플디 성수점,음료가 맛있어요,22.0,True
4402,플디 성수점,특별한 메뉴가 있어요,24.0,True
4417,카페노티드 피치스,디저트가 맛있어요,954.0,True
4419,카페노티드 피치스,친절해요,231.0,True
4420,카페노티드 피치스,인테리어가 멋져요,480.0,True
4424,카페노티드 피치스,사진이 잘 나와요,244.0,True
4425,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
4462,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
4463,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
4465,비엔나커피하우스 서울숲역점,친절해요,49.0,True
4469,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
4472,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
4485,훔볼트,커피가 맛있어요,239.0,True
4486,훔볼트,디저트가 맛있어요,251.0,True
4489,훔볼트,인테리어가 멋져요,128.0,True
4490,훔볼트,매장이 청결해요,71.0,True
4492,훔볼트,음료가 맛있어요,91.0,True
4508,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
4511,업사이드커피 뚝섬점,친절해요,53.0,True
4513,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
4515,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
4517,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
4531,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
4532,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
4535,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0,True
4536,키커피컴퍼니 왕십리점,매장이 청결해요,43.0,True
4538,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
4554,카페온화 성수점,커피가 맛있어요,31.0,True
4555,카페온화 성수점,디저트가 맛있어요,42.0,True
4559,카페온화 성수점,매장이 청결해요,23.0,True
4561,카페온화 성수점,음료가 맛있어요,20.0,True
4569,카페온화 성수점,좌석이 편해요,18.0,True
4577,오우드,커피가 맛있어요,262.0,True
4578,오우드,디저트가 맛있어요,323.0,True
4581,오우드,인테리어가 멋져요,192.0,True
4582,오우드,매장이 청결해요,118.0,True
4584,오우드,음료가 맛있어요,122.0,True
4600,카페노티드 성수,커피가 맛있어요,249.0,True
4601,카페노티드 성수,디저트가 맛있어요,1978.0,True
4603,카페노티드 성수,친절해요,537.0,True
4605,카페노티드 성수,매장이 청결해요,334.0,True
4609,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
4623,하루노유키,커피가 맛있어요,47.0,True
4625,하루노유키,빵이 맛있어요,98.0,True
4626,하루노유키,친절해요,54.0,True
4630,하루노유키,음료가 맛있어요,48.0,True
4632,하루노유키,특별한 메뉴가 있어요,62.0,True
4646,마크69,커피가 맛있어요,115.0,True
4647,마크69,디저트가 맛있어요,49.0,True
4650,마크69,인테리어가 멋져요,104.0,True
4653,마크69,음료가 맛있어요,53.0,True
4656,마크69,대화하기 좋아요,46.0,True
4672,맛차차,친절해요,29.0,True
4673,맛차차,인테리어가 멋져요,24.0,True
4675,맛차차,뷰가 좋아요,31.0,True
4676,맛차차,음료가 맛있어요,40.0,True
4678,맛차차,특별한 메뉴가 있어요,31.0,True
4692,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
4695,아이오쓰리 성수사거리점,친절해요,75.0,True
4696,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
4697,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
4699,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
4715,브라운팟,커피가 맛있어요,190.0,True
4716,브라운팟,디저트가 맛있어요,188.0,True
4718,브라운팟,친절해요,90.0,True
4722,브라운팟,음료가 맛있어요,65.0,True
4724,브라운팟,특별한 메뉴가 있어요,58.0,True
4738,플디 성수점,커피가 맛있어요,26.0,True
4739,플디 성수점,디저트가 맛있어요,68.0,True
4741,플디 성수점,친절해요,27.0,True
4745,플디 성수점,음료가 맛있어요,22.0,True
4747,플디 성수점,특별한 메뉴가 있어요,24.0,True
4762,카페노티드 피치스,디저트가 맛있어요,954.0,True
4764,카페노티드 피치스,친절해요,231.0,True
4765,카페노티드 피치스,인테리어가 멋져요,480.0,True
4769,카페노티드 피치스,사진이 잘 나와요,244.0,True
4770,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
4807,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
4808,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
4810,비엔나커피하우스 서울숲역점,친절해요,49.0,True
4814,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
4817,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
4830,훔볼트,커피가 맛있어요,239.0,True
4831,훔볼트,디저트가 맛있어요,251.0,True
4834,훔볼트,인테리어가 멋져요,128.0,True
4835,훔볼트,매장이 청결해요,71.0,True
4837,훔볼트,음료가 맛있어요,91.0,True
4853,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
4856,업사이드커피 뚝섬점,친절해요,53.0,True
4858,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
4860,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
4862,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
4876,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
4877,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
4880,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0,True
4881,키커피컴퍼니 왕십리점,매장이 청결해요,43.0,True
4883,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
4899,카페온화 성수점,커피가 맛있어요,31.0,True
4900,카페온화 성수점,디저트가 맛있어요,42.0,True
4904,카페온화 성수점,매장이 청결해요,23.0,True
4906,카페온화 성수점,음료가 맛있어요,20.0,True
4914,카페온화 성수점,좌석이 편해요,18.0,True
4922,오우드,커피가 맛있어요,262.0,True
4923,오우드,디저트가 맛있어요,323.0,True
4926,오우드,인테리어가 멋져요,192.0,True
4927,오우드,매장이 청결해요,118.0,True
4929,오우드,음료가 맛있어요,122.0,True
4945,카페노티드 성수,커피가 맛있어요,249.0,True
4946,카페노티드 성수,디저트가 맛있어요,1978.0,True
4948,카페노티드 성수,친절해요,537.0,True
4950,카페노티드 성수,매장이 청결해요,334.0,True
4954,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
4968,하루노유키,커피가 맛있어요,47.0,True
4970,하루노유키,빵이 맛있어요,98.0,True
4971,하루노유키,친절해요,54.0,True
4975,하루노유키,음료가 맛있어요,48.0,True
4977,하루노유키,특별한 메뉴가 있어요,62.0,True
4991,마크69,커피가 맛있어요,115.0,True
4992,마크69,디저트가 맛있어요,49.0,True
4995,마크69,인테리어가 멋져요,104.0,True
4998,마크69,음료가 맛있어요,53.0,True
5001,마크69,대화하기 좋아요,46.0,True
5017,맛차차,친절해요,29.0,True
5018,맛차차,인테리어가 멋져요,24.0,True
5020,맛차차,뷰가 좋아요,31.0,True
5021,맛차차,음료가 맛있어요,40.0,True
5023,맛차차,특별한 메뉴가 있어요,31.0,True
5037,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
5040,아이오쓰리 성수사거리점,친절해요,76.0,True
5041,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
5042,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
5044,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
5060,브라운팟,커피가 맛있어요,190.0,True
5061,브라운팟,디저트가 맛있어요,188.0,True
5063,브라운팟,친절해요,90.0,True
5067,브라운팟,음료가 맛있어요,65.0,True
5069,브라운팟,특별한 메뉴가 있어요,58.0,True
5083,플디 성수점,커피가 맛있어요,26.0,True
5084,플디 성수점,디저트가 맛있어요,68.0,True
5086,플디 성수점,친절해요,27.0,True
5090,플디 성수점,음료가 맛있어요,22.0,True
5092,플디 성수점,특별한 메뉴가 있어요,24.0,True
5107,카페노티드 피치스,디저트가 맛있어요,954.0,True
5109,카페노티드 피치스,친절해요,231.0,True
5110,카페노티드 피치스,인테리어가 멋져요,480.0,True
5114,카페노티드 피치스,사진이 잘 나와요,244.0,True
5115,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
5152,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
5153,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
5155,비엔나커피하우스 서울숲역점,친절해요,49.0,True
5159,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
5162,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
5175,훔볼트,커피가 맛있어요,239.0,True
5176,훔볼트,디저트가 맛있어요,251.0,True
5179,훔볼트,인테리어가 멋져요,128.0,True
5180,훔볼트,매장이 청결해요,71.0,True
5182,훔볼트,음료가 맛있어요,91.0,True
5198,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
5201,업사이드커피 뚝섬점,친절해요,53.0,True
5203,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
5205,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
5207,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
5221,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
5222,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
5225,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
5226,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
5228,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
5244,카페온화 성수점,커피가 맛있어요,31.0,True
5245,카페온화 성수점,디저트가 맛있어요,42.0,True
5249,카페온화 성수점,매장이 청결해요,23.0,True
5251,카페온화 성수점,음료가 맛있어요,20.0,True
5259,카페온화 성수점,좌석이 편해요,18.0,True
5267,오우드,커피가 맛있어요,262.0,True
5268,오우드,디저트가 맛있어요,323.0,True
5271,오우드,인테리어가 멋져요,192.0,True
5272,오우드,매장이 청결해요,118.0,True
5274,오우드,음료가 맛있어요,122.0,True
5290,카페노티드 성수,커피가 맛있어요,249.0,True
5291,카페노티드 성수,디저트가 맛있어요,1978.0,True
5293,카페노티드 성수,친절해요,537.0,True
5295,카페노티드 성수,매장이 청결해요,334.0,True
5299,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
5313,하루노유키,커피가 맛있어요,47.0,True
5315,하루노유키,빵이 맛있어요,98.0,True
5316,하루노유키,친절해요,54.0,True
5320,하루노유키,음료가 맛있어요,48.0,True
5322,하루노유키,특별한 메뉴가 있어요,63.0,True
5336,마크69,커피가 맛있어요,115.0,True
5337,마크69,디저트가 맛있어요,49.0,True
5340,마크69,인테리어가 멋져요,104.0,True
5343,마크69,음료가 맛있어요,53.0,True
5346,마크69,대화하기 좋아요,46.0,True
5362,맛차차,친절해요,29.0,True
5363,맛차차,인테리어가 멋져요,24.0,True
5365,맛차차,뷰가 좋아요,31.0,True
5366,맛차차,음료가 맛있어요,40.0,True
5368,맛차차,특별한 메뉴가 있어요,31.0,True
5382,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
5385,아이오쓰리 성수사거리점,친절해요,76.0,True
5386,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
5387,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
5389,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
5405,브라운팟,커피가 맛있어요,190.0,True
5406,브라운팟,디저트가 맛있어요,188.0,True
5408,브라운팟,친절해요,90.0,True
5412,브라운팟,음료가 맛있어요,65.0,True
5414,브라운팟,특별한 메뉴가 있어요,58.0,True
5428,플디 성수점,커피가 맛있어요,26.0,True
5429,플디 성수점,디저트가 맛있어요,68.0,True
5431,플디 성수점,친절해요,27.0,True
5435,플디 성수점,음료가 맛있어요,22.0,True
5437,플디 성수점,특별한 메뉴가 있어요,24.0,True
5452,카페노티드 피치스,디저트가 맛있어요,954.0,True
5454,카페노티드 피치스,친절해요,231.0,True
5455,카페노티드 피치스,인테리어가 멋져요,480.0,True
5459,카페노티드 피치스,사진이 잘 나와요,244.0,True
5460,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
5497,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
5498,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
5500,비엔나커피하우스 서울숲역점,친절해요,49.0,True
5504,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
5507,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
5520,훔볼트,커피가 맛있어요,239.0,True
5521,훔볼트,디저트가 맛있어요,251.0,True
5524,훔볼트,인테리어가 멋져요,128.0,True
5525,훔볼트,매장이 청결해요,71.0,True
5527,훔볼트,음료가 맛있어요,91.0,True
5543,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
5546,업사이드커피 뚝섬점,친절해요,53.0,True
5548,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
5550,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
5552,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
5566,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
5567,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
5570,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
5571,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
5573,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
5589,카페온화 성수점,커피가 맛있어요,31.0,True
5590,카페온화 성수점,디저트가 맛있어요,42.0,True
5594,카페온화 성수점,매장이 청결해요,23.0,True
5596,카페온화 성수점,음료가 맛있어요,20.0,True
5604,카페온화 성수점,좌석이 편해요,18.0,True
5612,오우드,커피가 맛있어요,262.0,True
5613,오우드,디저트가 맛있어요,323.0,True
5616,오우드,인테리어가 멋져요,192.0,True
5617,오우드,매장이 청결해요,118.0,True
5619,오우드,음료가 맛있어요,122.0,True
5635,카페노티드 성수,커피가 맛있어요,249.0,True
5636,카페노티드 성수,디저트가 맛있어요,1978.0,True
5638,카페노티드 성수,친절해요,537.0,True
5640,카페노티드 성수,매장이 청결해요,334.0,True
5644,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
5658,하루노유키,커피가 맛있어요,47.0,True
5660,하루노유키,빵이 맛있어요,98.0,True
5661,하루노유키,친절해요,54.0,True
5665,하루노유키,음료가 맛있어요,48.0,True
5667,하루노유키,특별한 메뉴가 있어요,63.0,True
5681,마크69,커피가 맛있어요,115.0,True
5682,마크69,디저트가 맛있어요,49.0,True
5685,마크69,인테리어가 멋져요,104.0,True
5688,마크69,음료가 맛있어요,53.0,True
5691,마크69,대화하기 좋아요,46.0,True
5707,맛차차,친절해요,29.0,True
5708,맛차차,인테리어가 멋져요,24.0,True
5710,맛차차,뷰가 좋아요,31.0,True
5711,맛차차,음료가 맛있어요,40.0,True
5713,맛차차,특별한 메뉴가 있어요,31.0,True
5727,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
5730,아이오쓰리 성수사거리점,친절해요,76.0,True
5731,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
5732,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
5734,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
5750,브라운팟,커피가 맛있어요,190.0,True
5751,브라운팟,디저트가 맛있어요,188.0,True
5753,브라운팟,친절해요,90.0,True
5757,브라운팟,음료가 맛있어요,65.0,True
5759,브라운팟,특별한 메뉴가 있어요,58.0,True
5773,플디 성수점,커피가 맛있어요,26.0,True
5774,플디 성수점,디저트가 맛있어요,68.0,True
5776,플디 성수점,친절해요,27.0,True
5780,플디 성수점,음료가 맛있어요,22.0,True
5782,플디 성수점,특별한 메뉴가 있어요,24.0,True
5797,카페노티드 피치스,디저트가 맛있어요,954.0,True
5799,카페노티드 피치스,친절해요,231.0,True
5800,카페노티드 피치스,인테리어가 멋져요,480.0,True
5804,카페노티드 피치스,사진이 잘 나와요,244.0,True
5805,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
5842,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
5843,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
5845,비엔나커피하우스 서울숲역점,친절해요,49.0,True
5849,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
5852,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
5865,훔볼트,커피가 맛있어요,239.0,True
5866,훔볼트,디저트가 맛있어요,251.0,True
5869,훔볼트,인테리어가 멋져요,128.0,True
5870,훔볼트,매장이 청결해요,71.0,True
5872,훔볼트,음료가 맛있어요,91.0,True
5888,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
5891,업사이드커피 뚝섬점,친절해요,53.0,True
5893,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
5895,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
5897,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
5911,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
5912,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
5915,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
5916,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
5918,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
5934,카페온화 성수점,커피가 맛있어요,31.0,True
5935,카페온화 성수점,디저트가 맛있어요,42.0,True
5939,카페온화 성수점,매장이 청결해요,23.0,True
5941,카페온화 성수점,음료가 맛있어요,20.0,True
5949,카페온화 성수점,좌석이 편해요,18.0,True
5957,오우드,커피가 맛있어요,262.0,True
5958,오우드,디저트가 맛있어요,323.0,True
5961,오우드,인테리어가 멋져요,192.0,True
5962,오우드,매장이 청결해요,118.0,True
5964,오우드,음료가 맛있어요,122.0,True
5980,카페노티드 성수,커피가 맛있어요,249.0,True
5981,카페노티드 성수,디저트가 맛있어요,1978.0,True
5983,카페노티드 성수,친절해요,537.0,True
5985,카페노티드 성수,매장이 청결해요,334.0,True
5989,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
6003,하루노유키,커피가 맛있어요,47.0,True
6005,하루노유키,빵이 맛있어요,98.0,True
6006,하루노유키,친절해요,54.0,True
6010,하루노유키,음료가 맛있어요,48.0,True
6012,하루노유키,특별한 메뉴가 있어요,63.0,True
6026,마크69,커피가 맛있어요,115.0,True
6027,마크69,디저트가 맛있어요,49.0,True
6030,마크69,인테리어가 멋져요,104.0,True
6033,마크69,음료가 맛있어요,53.0,True
6036,마크69,대화하기 좋아요,46.0,True
6052,맛차차,친절해요,29.0,True
6053,맛차차,인테리어가 멋져요,24.0,True
6055,맛차차,뷰가 좋아요,31.0,True
6056,맛차차,음료가 맛있어요,40.0,True
6058,맛차차,특별한 메뉴가 있어요,31.0,True
6072,아이오쓰리 성수사거리점,커피가 맛있어요,65.0,True
6075,아이오쓰리 성수사거리점,친절해요,76.0,True
6076,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0,True
6077,아이오쓰리 성수사거리점,매장이 청결해요,49.0,True
6079,아이오쓰리 성수사거리점,음료가 맛있어요,64.0,True
6095,브라운팟,커피가 맛있어요,190.0,True
6096,브라운팟,디저트가 맛있어요,188.0,True
6098,브라운팟,친절해요,90.0,True
6102,브라운팟,음료가 맛있어요,65.0,True
6104,브라운팟,특별한 메뉴가 있어요,58.0,True
6118,플디 성수점,커피가 맛있어요,26.0,True
6119,플디 성수점,디저트가 맛있어요,68.0,True
6121,플디 성수점,친절해요,27.0,True
6125,플디 성수점,음료가 맛있어요,22.0,True
6127,플디 성수점,특별한 메뉴가 있어요,24.0,True
6142,카페노티드 피치스,디저트가 맛있어요,954.0,True
6144,카페노티드 피치스,친절해요,231.0,True
6145,카페노티드 피치스,인테리어가 멋져요,480.0,True
6149,카페노티드 피치스,사진이 잘 나와요,244.0,True
6150,카페노티드 피치스,특별한 메뉴가 있어요,347.0,True
6187,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0,True
6188,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0,True
6190,비엔나커피하우스 서울숲역점,친절해요,49.0,True
6194,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0,True
6197,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0,True
6210,훔볼트,커피가 맛있어요,239.0,True
6211,훔볼트,디저트가 맛있어요,251.0,True
6214,훔볼트,인테리어가 멋져요,128.0,True
6215,훔볼트,매장이 청결해요,71.0,True
6217,훔볼트,음료가 맛있어요,91.0,True
6233,업사이드커피 뚝섬점,커피가 맛있어요,117.0,True
6236,업사이드커피 뚝섬점,친절해요,53.0,True
6238,업사이드커피 뚝섬점,매장이 청결해요,26.0,True
6240,업사이드커피 뚝섬점,음료가 맛있어요,47.0,True
6242,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0,True
6256,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0,True
6257,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0,True
6260,키커피컴퍼니 왕십리점,인테리어가 멋져요,42.0,True
6261,키커피컴퍼니 왕십리점,매장이 청결해요,44.0,True
6263,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0,True
6279,카페온화 성수점,커피가 맛있어요,31.0,True
6280,카페온화 성수점,디저트가 맛있어요,42.0,True
6284,카페온화 성수점,매장이 청결해요,23.0,True
6286,카페온화 성수점,음료가 맛있어요,20.0,True
6294,카페온화 성수점,좌석이 편해요,18.0,True
6302,오우드,커피가 맛있어요,262.0,True
6303,오우드,디저트가 맛있어요,323.0,True
6306,오우드,인테리어가 멋져요,192.0,True
6307,오우드,매장이 청결해요,118.0,True
6309,오우드,음료가 맛있어요,122.0,True
6325,카페노티드 성수,커피가 맛있어요,249.0,True
6326,카페노티드 성수,디저트가 맛있어요,1978.0,True
6328,카페노티드 성수,친절해요,537.0,True
6330,카페노티드 성수,매장이 청결해요,334.0,True
6334,카페노티드 성수,특별한 메뉴가 있어요,507.0,True
6348,하루노유키,커피가 맛있어요,47.0,True
6350,하루노유키,빵이 맛있어요,98.0,True
