,place_name,review,rating
632,슬로우파크,가성비가 좋아요,
633,슬로우파크,집중하기 좋아요,
634,슬로우파크,화장실이 깨끗해요,
635,슬로우파크,주차하기 편해요,
636,슬로우파크,좌석이 편해요,
637,슬로우파크,음식이 맛있어요,296
638,슬로우파크,매장이 넓어요,88
639,슬로우파크,단체모임 하기 좋아요,
640,슬로우파크,특별한 날 가기 좋아요,
641,슬로우파크,재료가 신선해요,60
642,슬로우파크,양이 많아요,
643,슬로우파크,혼밥하기 좋아요,
644,내자상회,커피가 맛있어요,130
645,내자상회,디저트가 맛있어요,99
646,내자상회,빵이 맛있어요,
647,내자상회,친절해요,59
648,내자상회,인테리어가 멋져요,71
649,내자상회,매장이 청결해요,
650,내자상회,뷰가 좋아요,
651,내자상회,음료가 맛있어요,71
652,내자상회,사진이 잘 나와요,
653,내자상회,특별한 메뉴가 있어요,
654,내자상회,대화하기 좋아요,
655,내자상회,가성비가 좋아요,
656,내자상회,집중하기 좋아요,
657,내자상회,화장실이 깨끗해요,
658,내자상회,주차하기 편해요,
659,내자상회,좌석이 편해요,
660,내자상회,음식이 맛있어요,
661,내자상회,매장이 넓어요,
662,내자상회,단체모임 하기 좋아요,
663,내자상회,특별한 날 가기 좋아요,
664,내자상회,재료가 신선해요,
665,내자상회,양이 많아요,
666,내자상회,혼밥하기 좋아요,
